ID,TARGET,TEXT,STANCE
2650,深圳禁摩限电,近日，深圳“禁摩限电”整治行动引发热议。有人对此义愤填膺，有人却拍手称快。争论归根结底，是如何兼顾城市交通安全与市民需求、快递员生计的问题。治理摩托车和电动车是“民生”，一禁了之同样损害 “民生”。治理并非简单的“是非题”，考虑“怎么管”更合理，才能保障百姓利益。,NONE
2651,深圳禁摩限电,#深圳禁摩限电##外地车牌限行#说到底触犯的都是最底层民众的利益，有钱有权的总有办法规避和减少政策法规对自己的损害。有钱无所谓，没钱没办法。 |东莞·清溪...,AGAINST
2652,深圳禁摩限电,每次看到电动车乱闯红灯，乱变道，逆行都捏把汗，早就该整治了！！107国道估计每天都要撞飞几个违规的电动车！！至于快递行业等特殊行业，也是要多给配额，不过也要多监管！,FAVOR
2653,深圳禁摩限电,#深圳“禁摩限电”#4月12日，@深圳宝安交警 西乡中队组织警力，继续在固戍地铁站出口、三围公交站开展禁摩限电整治行动，严查非法营运电动车。对利用电动自行车、电动三轮车兜客揽客实施非法营运的，一律以扰乱公共场所秩序予以行政拘留。目前，已查扣非法营运电动车11台，11人因涉嫌扰乱公共场所秩序,FAVOR
2654,深圳禁摩限电,马路上，经常可以看到电摩的肆意乱传，就像广场舞大妈不管别人感受尽情高音跳舞，但这不是深圳官方可以横蛮禁止电摩的理由，骑电摩者那么随意与那么多贪腐官员现象具有同根文化，你们为何就没有禁止官员职业？横蛮进电摩，诱发了我们中国的诡异哲学根基：我们与世界的关系、人与人的关系是混乱不堪的,AGAINST
2655,深圳禁摩限电,#深圳禁摩限电# 头顶每天都有飞机飞过 他们方便了舒服了 尾气却污染了我们 你们这个能管管吗 可以禁止吗 其实环保是个不错的理由...,AGAINST
2656,深圳禁摩限电,【北京大学法学院教授沈岿：“禁摩限电”考验政府法治能力http://t.cn/RqISw7b】文章来源：《财经》杂志2016年4月8日。『在此背景下，看似不那么起眼的“禁摩限电”行动，其实是在真正考验地方政府的法治思维和法治能力。笔者将从依据的合法性、过程的合法性和实体的合法性三个维度，展开当前采取的“,NONE
2657,深圳禁摩限电,周三愿意跟我一块儿去参加凤凰卫视关于禁摩限电节目制作的小伙伴请按此格式报名，报名成功后一起约！我骑车去，由于地点不熟，我打算下午三点出发,NONE
2658,深圳禁摩限电,浙江地方台对深圳禁摩限电的执法黑得一塌糊涂，完全没有指出好的一面，一面之词的各种黑，我后来仔细想了想，阿里巴巴总部在杭州的,FAVOR
2659,深圳禁摩限电,深圳禁摩限电就和这个计划生育一样哭笑不得。如今限制，以后会不会像计划生育一样又放开呢。咄咄怪事！,AGAINST
2660,深圳禁摩限电,"深圳联合展开“禁摩限电”整治 1942辆电动车被扣 - 深窗网魅力深圳提供深圳联合展开“禁摩限电”整治 1942辆电动车被扣有关的信息,昨天深圳全是联合开展“禁摩限电”统一整治行动，截至昨日15时，行动共查扣电动自行车1942辆、两轮摩托车139辆、三轮车199辆，拘留无... http://t.cn/Rqpai3G",FAVOR
2661,深圳禁摩限电,#深圳禁摩限电#小哥说有人要抓，不给我送了，直接给我强退？？？,AGAINST
2662,深圳禁摩限电,限电是为了安全，南京这样的场景比比皆是，更有甚者在脚踏板上放个板凳让小孩子坐，看着都揪心。不能为了方便而忽视安全，不能因为条件差而放松对安全的要求。希望南京也能对电动车严格地管理起来。@南京交警 @Esports海涛 #深圳禁摩限电#,FAVOR
2663,深圳禁摩限电,『百姓无电摩出行，何不开汽车？--...』-- 来自网易新闻《深圳交警局回应:此次禁摩限电并非针对快递业》更多精彩尽在 http://t.cn/Rq4bKe5,NONE
2664,深圳禁摩限电,深圳禁摩限电，央视记者通过暗访发现有人在各大网站公然兜售被扣的电动车。这算不算铁证呢？抢劫来的电动车重复销售无本万利，天下还真有这么好的买卖.从头到尾这么捋一遍，这就完全符合流氓强盗的逻辑了.,AGAINST
2665,深圳禁摩限电,总理，您说的是深圳“禁摩限电”吗？行不行来句痛快话啊！,NONE
2666,深圳禁摩限电,<再临虎门> 南北驱弛步履匆， 虎门就职再落空。 抢劫偷盗难防范， 禁摩限电没变样。 每月上班二八天， 劳动法规没人管。 纵有高薪不敢往， 权且留影自欣赏。,AGAINST
2667,深圳禁摩限电,今天凤凰网一篇评论深圳禁摩限电的文章的观点有点道理：纳税人供养政府的目的不是让政府来限制公民的自由选择，而是让政府创造更好的条件，让公民可以更好的选择。,AGAINST
2668,深圳禁摩限电,#深圳禁摩限电#你们来石岩看一眼啊！到处都是乱停的机动车！为啥不能先管管这个！弄的现在许多双行道变成单行道！走个路都怕被车撞！@第一现场 @深圳交警,NONE
2669,深圳禁摩限电,看着深圳禁电摩，北京禁电摩上长安街等，感觉政府有点晕同时有点疯。国家你们管，用人管！你们让一线的执法机关人员累死啊？无法可依……卖你们让卖……用制度管理不成吗？电动车学驾照，上牌照，记录违章，按机动车处罚！请问政府，你丢20元心疼吗？所以你们的罚款就是硫化氢，有味儿没用,AGAINST
2670,深圳禁摩限电,【深圳禁摩限电首日拘两百多人】为什么要骑电动车呢？因为你穷而且弱小，为什么要抓骑电动车的市民呢？因为你又穷又弱小，警l察l叔l叔就喜欢欺负这种人。深l挖l坑，广l积l仇，人l民的合l法l财l产说收就收了，zf会赔钱吗？不让骑为何还让生产？,AGAINST
2671,深圳禁摩限电,小老百姓买不起汽车，买汽车你又限号，你们准卖不准用，是个什么道理，政府执行这些政策都没有问过市民意见，一刀切不顾百姓死活，专制的政府就是牛逼，惹不起 ,AGAINST
2672,深圳禁摩限电,北京已经清完地下室了，大家就没想过吗？只想在北上广讨生活，没想过自己的目标和发展，//【深圳禁摩限电对准餐饮业:只可自行车送外卖】 http://t.cn/RqGPSED,AGAINST
2673,深圳禁摩限电,近日雅迪发布了Z3电动车，该车速度40km/h下可跑60km，速度15km/h下可跑120km/h。整备质量81kg。深圳限摩限电之懒政恶政突显了早日修订适合我国国情的电动车法规之紧迫性。电摩与电动自行车之界定标准应早日修订发布。@雅迪电动车官方微博,NONE
2674,深圳禁摩限电,#新闻早餐# 【本地新闻】交管部门：南京不会禁摩限电，但将继续严格监管。,NONE
2675,深圳禁摩限电,#深圳禁摩限电#觉得现在是网购达人表现的时候了！为曾经无数次，将包裹送到你手里的那些可爱的人们，站出来帮帮他们吧,AGAINST
2676,深圳禁摩限电,轰轰烈烈的禁摩限电放弃了吗？？谁来保障我们这些开机动车的弱势群体？？@深圳交警 @深圳宝安交警,FAVOR
2677,深圳禁摩限电,【#深圳禁摩限电#出重拳 在地铁口拉客将被拘】@深圳交警 从3月起到6月，在全市范围开展禁摩限电源头治理专项集中整治行动。3月21日至4月底，集中开展6次整治行动，凡是在地铁口、公交站点、口岸、商业繁华等区域聚集非法拉客的，一律拘留；违规使用电动三轮车的，4月1日起一律拘留。,FAVOR
2678,深圳禁摩限电,【是时候给电动车制定国家标准了】 不赞成禁摩限电，特别不赞成限电。对大多数老百姓来说电动车多方便快捷啊。下力气让老百姓遵守交规才是正道 http://t.cn/RqiNiw7,AGAINST
2679,深圳禁摩限电,深圳禁摩禁电应该说是懒政，该管的管不好，该引导的不会引导，简单粗暴的猪脑子，很多年了没有给全国其他地方做个榜样了，其他地方再总结猪的教训。谁和人民作对，谁没有明天。水可载舟，亦可覆舟。 ,AGAINST
2680,深圳禁摩限电,"自行车协会理事长马中超:电动自行车的路权不应被忽视 | 中国自行车协会理事长马中超 　　中国经济网北京4月11日讯 (记者 杨开新) 近段时间,深圳等地采取“禁摩限电”等措施,对当地电动车使用者产生直接影响,也引发社会广泛 http://t.cn/RqMx1f4",AGAINST
2681,深圳禁摩限电,#深圳“禁摩限电”#这是@深圳光明交警 查获的一辆三轮车，知不知道这是用来做什么的？,NONE
2682,深圳禁摩限电,机车什么鬼？！深圳禁摩限电了！ |深圳·K歌王...,NONE
2683,深圳禁摩限电,#深圳禁摩限电#今天的坪洲地铁口及固戍地铁口@深圳交警,FAVOR
2684,深圳禁摩限电,说说@锵锵三人行 我心中的应该请的嘉宾吧！怎么不请@清华孙立平 和@张鸣 还有黄灯，一虎一席谈都请了。什么时候也允许观众入场。@许子东下期聊聊深圳 广州 北京禁电摩的事吧！还有买个买个逃税的事，印度总理都发话了，我们怎么不说话呢？,NONE
2685,深圳禁摩限电,开电车不是中国人，拉客也要付出才有钱收，如果拉客中出现个别被抢被欺骗的事发生那时你们民警的事，试问没有这种车你就天下太平？？罚了中国人民的钱...//【深圳禁摩限电对准餐饮业:只可自行车送外卖】 http://t.cn/RqGPSED,AGAINST
2686,深圳禁摩限电,看深圳禁摩限电行为政府一味指责电动车隐患多事故频发，一纸禁令。为什么电动车发展如此迅速？一是公共交通落后，政府又禁摩，被逼无奈中低收入者。二是乱象不怪电动车和车主本身，而是地方政府惰政，处理不好国标与市场关系。三是消灭交通工具得管理方式竟然是违法的，道交法。 |北京·潘家...,AGAINST
2687,深圳禁摩限电,"#深圳禁摩限电# 看你们讨论的风生水起, 谁能告诉我相关条例是怎么规定的? 搜了半天都没搜到... 好累... @深圳交警",AGAINST
2688,深圳禁摩限电,@深圳交警 ：我们查扣的车辆主要是严重超标的电动自行车、没法上牌的、非法改装拼装的电动三轮车。这些车辆哪怕在今后没有电动车禁行的道路上也会被查扣。这和禁行是两个概念。今晚，深圳交警局局长支队长徐炜连线央视新闻1+1，就“禁摩限电”相关问题与白岩松进行交流。有理有据，赞一个,AGAINST
2689,深圳禁摩限电,我以前就在深圳，我想禁也是有原因的，因为在深圳有很多用电动自行车载客的，载客无所谓，为了生活，不偷不抢，但是很多人都横闯马路，红灯的时候也是照闯不误，真的很讨厌那种人啊！拿他们没办法。不过也不是所有人都那样，规章制度应该合理点,NONE
2690,深圳禁摩限电,你们的评论“然并卵”，“禁摩限电”相关法律法规已经实行，执法者不会因为部分行业的需要就减弱执法力度，更不会因为少数网民的误解和异议就放弃。无规矩不成方圆，在各个方面，面对违法违规现象，由不得城市管理者“手软”，需要拿出严格执行“禁摩限电”的决心与气魄。,FAVOR
2691,深圳禁摩限电,刚刚开车经过地铁四号线龙胜地铁站跟前看到还是有很多非法磨的和电摩。@深圳交警 |深圳·龙华,FAVOR
2692,深圳禁摩限电,【禁摩限电没有说出的半句话：把穷人从城市里清理出去】【海龙：农民进城买楼可以，骑电动车不行！】 http://t.cn/RqqZoTo,AGAINST
2693,深圳禁摩限电,#深圳禁摩限电# 为了您的安全，切莫帮衬非法营运车辆！@深圳交警 @深圳侨报,FAVOR
2694,深圳禁摩限电,支持禁摩限电！快递业使用电动车也应依法依规，有序管理，没有例外。,FAVOR
2695,深圳禁摩限电,听说深圳禁摩限电，又有什么辞职潮什么的，唉出门在外那么久，好不容易东凑西借买部属于自己的交通工具、、、想想都心酸，算了，捡包袱回家吧、、、、、、但愿路上不塞车。,AGAINST
2696,深圳禁摩限电,清华大学中国与世界经济研究中心主任、经管学院教授李稻葵说得好：“为什么禁限摩是低能的昏招？禁限摩的本质是因噎废食。简单地禁摩限电限制了公民的自由，在接受交通管理的前提下，宪法赋予了公民自由出行的权利。政府直接采取禁止限制的方式无疑是一种懒政。”这么定性好极了 http://t.cn/RqtZjbu,AGAINST
2697,深圳禁摩限电,《解筱文：武断“禁摩限电”是与供给侧改革对着干？》 |解筱文：武...,AGAINST
2698,深圳禁摩限电,【深圳禁摩限电何以变成“疯狂抓车抓人”】 深圳现在是什么样的社会，使用电动自行车就扣车扣人，请大家评理................ http://t.cn/Rqy4ObU,AGAINST
2699,深圳禁摩限电,我给领导们一点建议：一、我建议厅级以上高干必须通过司法考试，因为不懂法就当父母官会导致做出错误的决策，例如：深圳禁摩限电明显违法《宪法》；二、建议科级以上干部必须司法考试分数在330以上，不学法如何领导地方政府；三、建议国家对于违反法律规定的地方政策、部门规章等进行废除；四、建,AGAINST
2700,深圳禁摩限电,上周末，在课上和学生们讨论深圳“禁摩限电”引发的关于交通管理尤其是路权的问题，今天恰巧又看到我市交管部门透过媒体向市民征求改进交管的意见。还是那句话，民主的权利若不行使就永远只能是一张纸。,NONE
2701,深圳禁摩限电,南头南山文体中心处路上又遇到电摩兵团，七八辆一起闯红灯。强烈呼吁严打这些从不遵守交通规则的电摩。@深圳交警,FAVOR
2702,深圳禁摩限电,#欢乐颂# #五个女人一台戏# 啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊不就是少女心吗给你给你掏给你！！！@王凯kkw,
2703,深圳禁摩限电,【深圳禁摩限电奖金来源不明】（记者 林金冰）深圳“禁摩限电”运动中，有政府机构对查处非法营运车辆加以奖励。深圳龙华新区下令奖励查处非法营运车辆，深圳交警局表示确有此事，但奖金并非由交警部门发放，资金来源尚不清楚 http://t.cn/RqUkCTd,NONE
2704,深圳禁摩限电,之前拆围墙的事只是稍微试试舆论反应、看不来塞就收手不干了。这回呢，深圳禁摩限电、海关大肆抢劫，闪电般的办事效率，真tm服。,AGAINST
2705,深圳禁摩限电,哈哈哈哈哈，禁摩限电之后路上电动车还多起来了，以前老实在路边的电动车纷纷开始在机动车道逆行，叫上板了。深圳车速很快，这政也是为了保护他们生命安全,FAVOR
2706,深圳禁摩限电,#深圳禁摩限电#小电电不遵守交通规则，横冲直闯，应该加强对它们的管理！,FAVOR
2707,深圳禁摩限电,中国深圳这个地方真他妈的可笑奇葩。禁摩禁电，禁完这些，那迟早要限行。因为有能力的都想买部代步的车，车多了限行就跟着来。可悲的中国为什么会有这...//【可笑的深圳禁三轮】,AGAINST
2708,深圳禁摩限电,#深圳禁摩限电#发展过程的矛盾：特大城市人口密度之大，承载压力大，根本应是曲域发展失衡，资源集中…城市建设应区域化，去功能化(多个中心)…人口素质要不断提高！ |上海·张江,NONE
2709,深圳禁摩限电,不知道说什么好了，那就沉默吧！沉默之后呢？是消亡还是爆发？//【深圳禁摩限电对准餐饮业:只可自行车送外卖】 http://t.cn/RqGPSED,AGAINST
2710,深圳禁摩限电,@深圳交警 不能弄个电摩专用道吗…路口放一个小区进出口这种电动栏杆，绿灯放行红灯关闭。闯红灯或行驶机动车道直接罚款200并暂扣电动车，缴纳罚款后才能拿回电动车。直接杜绝电摩对百姓生活影响真的很大！在国外都有自行车车道为什么中国就没有电动车车道？ |丽水·温溪...,NONE
2711,深圳禁摩限电,深圳禁摩限电引发的人权论 这次深圳大刀阔斧的进行禁摩限电的行动中，政府单方面的以禁代管已经剥夺了合法公民的正当权益，很多的弱势群体经济遭受了损失，路权行驶被剥夺，同样是国家纳税人，买得起汽车的就可以上路驾乘，这是政府的不作为，是对低收入人群的一种歧视。 ,AGAINST
2712,深圳禁摩限电,"自行车协会理事长马中超：请尊重电动自行车路权——马中超：全面“禁摩限电”政策将会严重影响当地市民的日常生活,对为国家创造税收和解决劳动就业等做出了重要贡献的电动自行车行业而言,更是巨大的打击。http://t.cn/RqxxdTn",AGAINST
2713,深圳禁摩限电,#西安新闻#【西安“禁摩限电”不能简单照搬】禁摩限电是今年的热门话题，西安该不该禁摩限电？陕西省城市经济文化研究会会长张宝通认为对电动车不应该一棒子打死，还有很多人买不起汽车。公交线路设计不合理，老百姓等公交等不来，打车打不上，这就给电动车留下了大片生存的空间。并且西安还未达到北深,AGAINST
2714,深圳禁摩限电,#深圳禁摩限电#因为汽车每年都会出交通事故，所以过两天汽车也要禁了，什么时候刀具也别用了 |日照·大学...,AGAINST
2715,深圳禁摩限电,官逼民反，这么简单的道理为什么每次都不吸取教训？为什么这次行动社会反应这么强烈，阻力那么大？就是因为你们一拍脑袋的决策，完全没有去听听民意。...//【深圳禁摩限电对准餐饮业:只可自行车送外卖】 http://t.cn/RqGPSED,AGAINST
2716,深圳禁摩限电,#深圳禁摩限电#看了深圳禁摩限电，说实话，人家骑个电动车违反哪一条法律了，随便拘留，没收。这是把地方权利凌驾国家法律上吧。虽然禁摩出发点是好的，但是这做法太粗暴，和流氓地痞没两样，还说主张自由，民主，在家门口骑车也犯法，何来自由民主之说！真是一个日了狗的国家！ |成都·龙潭...,AGAINST
2717,深圳禁摩限电,就因为深圳禁摩限电这事儿，我快递到现在都没发，收件小哥心里苦。哦，这是逼快递电动车强制升级新能源车是吧，成本高了吧，这钱谁出啊？ 消费者？,AGAINST
2718,深圳禁摩限电,一种交通工具的使用安全性是否应该和他的使用频率相挂钩，你天天吃苹果免不了会碰上有虫子，你一年吃一次西瓜还可能遇上个不熟的呢这种高危率的计算实在让人难以信服！再者而言，如果骑摩的购车了道路交通拥堵怎么解决,AGAINST
2719,深圳禁摩限电,#深圳禁摩限电# 针对松岗辖区非法营运三轮车较多的问题，松岗交警重拳出击，今年至目前为止共查扣非法营运三轮车944辆，接下来还将继续对星港城、松岗汽车站等三轮车聚集场所重点进行整治。@深圳交警 @宝安日报 @晶报 @奥一网,FAVOR
2720,深圳禁摩限电,现在的领导能设身处地的为平民著想的有几人？作为政府官员能力其次，重要的是德。//【深圳禁摩限电对准餐饮业:只可自行车送外卖】 http://t.cn/RqGPSED,AGAINST
2721,深圳禁摩限电,理解支持深圳交警查处电动三轮车行动。但希望对快递小哥网开一面，他们真的很辛苦。建议尽快出台快递员用车规范 ,FAVOR
2722,深圳禁摩限电,小区里停了10辆电动车，有关部门在禁摩限电的同时，最好还是好好思考一下，如何规范这些大型电动车发展。,NONE
2723,深圳禁摩限电,下午回家的时候，一个骑摩托车的女子突然从右边直接变到我前面，幸好我过路口之后一直提防右边的那些电动车摩托车，一直带着刹车在缓缓减速，才一个急刹将将避过她。政府禁摩限电，一群圣母婊和“车迷”开始嚷嚷，声称政府漠视弱势群体的权益，可你看看她这样的变到方式，你还认为她觉得自己弱势吗？我,FAVOR
2724,深圳禁摩限电, 人为刀俎 我为鱼肉！！ ,AGAINST
2725,深圳禁摩限电,#深圳禁摩限电#完全支持深圳的做法。其实现在私家车违法行为在电子警察的监督下已经大大降低了违法行为，电动车跟摩托车这类非机动车仗着自己体积小，灵活性高的特点，完全漠视道路安全问题，电子警察也因为它们的车牌小而不能发挥作用，导致道路交通事故频发。请@广州交警 也在广州全区实行深圳的做法,FAVOR
2726,深圳禁摩限电,#热点快评#电动车治理是系统工程。病根在国家非机动车标准早已脱离现实，马路上跑的电动车有多少是20码以下的；其次是交通法规修订滞后，现行法规对交通事故中的电动车几乎没什么处罚措施。地方政府出手治理，是末端治理。苦的是交警，加剧的是公众与政府的对立。『媒体:深圳禁摩限电有法律依据吗_手机,FAVOR
2727,深圳禁摩限电,#深圳禁摩限电#我为深圳市长点赞，电摩该禁，贫民该杀。,FAVOR
2728,深圳禁摩限电,除公共交通工具外所有机动车全部禁止，短距离都骑自行车电动车摩托车，速度限制在３０ｋｍ。长距离的坐公共交通工具，你再看看路上堵不堵，一群拍屁股做决定的。。。,AGAINST
2729,深圳禁摩限电,#深圳禁摩限电#人不能因为老是摔倒就不走路，出事故，增加人员，加强疏导就行。为什么要严禁的这么重！说好听了是一劳永逸，其实这不就是因为那样更加费时费力吗！中国式怠惰。,AGAINST
2730,深圳禁摩限电,当时在深圳出发去坐火车，公交坐过站，时间又赶，就是坐的摩的过去的，至今仍很感谢那位师傅。#深圳禁摩限电#看问题请看两面，给人一条谋生之路。,AGAINST
2731,深圳禁摩限电,发表了博文《李旭之：禁摩限电是个好政策》李旭之：禁摩限电是个好政策深圳广州不愧是改革的最前沿地区的核心城市，深圳更不愧为改革嫡生出来的城市，能最领悟到下一步该怎么走。这次深圳广州打头，又走对了一次，全|李旭之：禁...,FAVOR
2732,深圳禁摩限电,#深圳禁摩限电#死喷子们 你们有几个是特么真正从小生活在这个城市的？不了解城市环境就别bb,FAVOR
2733,深圳禁摩限电,深圳关于禁摩限电的最新一轮疯狗行动已经接近大功告成了，据说有上万部电动车被没收，几百人被拘留(有点怀疑会不会那么多)。举国一片骂声之下，很多人疑惑，究竟为啥，深圳市领导要采取如此粗暴到弱智的措施呢,AGAINST
2734,深圳禁摩限电,#深圳禁摩限电#我们这还不让骑电动三轮车呢 逮到一个发50块钱或者更多 |商丘·永城...,NONE
2735,深圳禁摩限电,黑龙江省也应当学习深圳，在哈、齐、牡、佳来一场史上最严厉的“禁摩限电”整治行动，这东西交通事故率太高，而且管理混乱！！ — —「深圳禁摩限电 立交桥下成“电单车坟场”-新闻图片库-大视野-搜狐」 http://t.cn/RqLIF9u,FAVOR
2736,深圳禁摩限电,#深圳禁摩限电#不是说好了**主义人民当家做主吗，怎么在家门口骑车都不可以？ http://t.cn/RqLddqo,AGAINST
2737,深圳禁摩限电,禁止摩托车是最傻的政策，同样道路面积，一辆轿车差不多相当于四辆摩托车，摩托车出车祸的危害也没有汽车严重，搞不懂为啥要禁摩托。,AGAINST
2738,深圳禁摩限电,#深圳禁摩限电#说实话，人家骑个电动车违反哪一条法律了，随便拘留，没收。这是把地方权利凌驾国家法律上把。虽然禁摩出发点是好的，但是这做法太特么粗暴，和流氓地痞没两样,AGAINST
2739,深圳禁摩限电,#深圳禁摩限电#应该封了卖电动摩托车的吧！公交车系统不完善！出租车又那么多问题！这些问题不解决，禁了有何用？,AGAINST
2740,深圳禁摩限电,#深圳禁摩限电# 人民日报发声了，不要剥夺老百姓使用电单车的权力，你怎么看！！,AGAINST
2741,深圳禁摩限电,深圳禁摩限电首日拘留三百余人！---中国梦醒时分~~~http://t.cn/RqLQaP2 http://t.cn/RqLQaP2 |秒拍视频,NONE
2742,深圳禁摩限电,#深圳禁摩限电#因为电动车引发事故多，所以一刀切直接禁止？真是没想到到了今天居然还有这么粗暴的政策。我想问一句，刀子杀人也多，为什么不不刀具厂给查封了？国家一方面鼓励生产绿色能源汽车，地方政府居然禁止电动车上牌上路，真是奇葩。 |化州·播扬...,AGAINST
2743,深圳禁摩限电,#深圳禁摩限电#并不是每个人开车都是横冲直撞的，你以为他们都不要命吗？我觉得只要是不违反交通规则的摩托车那些的都可以上路，你以为每个人都养得起小车吗？现在油价多贵啊。能不能为老百姓着想，有句话说:“兴，百姓苦，亡，百姓苦”苦的都是我们老百姓啊，都开小车，到时候又说什么污染环境了。,AGAINST
2744,深圳禁摩限电,吃饭会噎死哦~深圳交警你妈叫你别吃饭了 ,AGAINST
2745,深圳禁摩限电,电动车其实都是方便人的优秀发明，但是有些骑电动车的车主实在是太屌了，见缝就钻，而且车速还很快，个个牛气的很。闯红灯的现象更是常见。以为自己不是车，我骑自行车好歹也等下红绿灯吧。拿自【深圳禁摩限电背后：明码标价奖励抓人扣车】 http://t.cn/RqyfALA（分享自 @一点资讯）,FAVOR
2746,深圳禁摩限电,#深圳禁摩限电#神似产业剥离，低端交通慢慢就会消失在一线城市，希望广州也快些。,FAVOR
2747,深圳禁摩限电,#深圳禁摩限电# 拿一年几十起的电动车事故鸡毛当令箭，有什么事情是上牌和明确管理规章解决不了的？你说电动车逆行占道闯红灯，按照法律法规抓就得了，你说部分电动车超速超重，你倒是管理一下源头啊，生产许可证谁发的？你说深圳没有自行车道？有些路连人行道都没有…怪平民老百姓囖…,AGAINST
2748,深圳禁摩限电,管理手段如此粗放，一群博士学历的领导们就这点儿水平？ ,AGAINST
2749,深圳禁摩限电,人民等着你们散伙。//【深圳禁摩限电对准餐饮业:只可自行车送外卖】 http://t.cn/RqGPSED,AGAINST
2750,深圳禁摩限电,半夜被郁哥拉起来玩了两把lol，边玩边聊起了两人初到深圳的种种，东门，电摩，海边足球场，信工楼，黄金右走廊……太多了，情不自禁发出声声感叹。依然记得微博第一个粉丝就是郁哥，结果因为涉黄被封号，至今我都无法@到你。相互间还屏蔽了朋友圈，怕就怕哪天秀恩爱，照片里的女的是同一个人。,NONE
2751,深圳禁摩限电,今晚锵锵三人行讨论深圳治电摩话题，有点敏感。窦文涛、许子东、马家辉三位讲了很多，但都讲点表面的东西，温柔一点说，根子都出在政府不专业这个问题上，无论如何政府还是要专业一点，中国改革的唯一出路是城市化，城市化那么简单吗？中国可以学美国人人开车吗？城市管理欠帐太多，将来会如何更重要。,NONE
2752,深圳禁摩限电,"深圳禁摩限电，就好比只许州官放火，不许百姓点灯。有钱人可以开车，没钱人就连电动车都不能骑。是要给电动车监管，不是一棒子打死,既是资源的浪费，更是对民生的侵害。君子为政，当古道热肠！",AGAINST
2753,深圳禁摩限电,梦到成为zearler的一员。第一天在深圳上班，第二天发现人都去北京分公司了。然后马上订机票去北京。进公司大门之前看到雷军骑一电摩自如看到很肃敬地打招呼。结果下午又忙不迭的坐飞机回深圳。别人叫我坐火车，我说别逗了。高铁我都嫌慢。我特么是壕么真是爱得深沉啊卧槽。,
2754,深圳禁摩限电,下午横岗蜀黍在湛宝路及龙岗大道禁摩限电整治。再次提醒[话筒]:深圳禁摩限电，大伙别任性哈！,FAVOR
2755,深圳禁摩限电,制定合理政策！//【深圳禁摩限电对准餐饮业:只可自行车送外卖】 http://t.cn/RqGvKJp,FAVOR
2756,深圳禁摩限电,深圳禁摩限电，富人点赞，平民吐糟。 ,NONE
2757,深圳禁摩限电,@V7是神经病 @超神学院  蔷薇的摩托车不错 现在禁摩限电 会不会被扣啊  第一集没什么亮点 不过开的一年都会员 以后慢慢看 |深圳·沙井...,NONE
2758,深圳禁摩限电,#深圳禁摩限电#并不是每个人都有钱可以买得起汽车那你这样一棍子打死让底层的人怎么办？退一万步讲就算你深圳人人都开得起汽车，到时候条条大路都是堵，怎么办？政府就是这样办事，这就是所谓为人民服务？,AGAINST
2759,深圳禁摩限电,每次看到电动车就下意识的刹车，没错，我是女司机，坚决支持支持禁摩禁电,FAVOR
2760,深圳禁摩限电,#法律博客#【壁立千仞:治疗城市病急不得】“禁摩限电”这类治疗城市病的事情还会出现。从一次一次引发的公众关注的情形来看，地方政府开药治病时一定要不急不躁，依法考虑周全，突出理性文明，积极回应社会关切，不断提升服务水平。如此，治理能力和治理水平才会上台阶、上档次。http://t.cn/RqJFVuZ,NONE
2761,深圳禁摩限电,实在不堪其扰 东湖路布心中学这块每天半夜都有改装电摩在飙车 要疯了 我搜索了一下微博 不少人在微博上投诉 甚至有网友报警两年了都没下文 怎么回事啊 能不能管管啊@深圳交警 @深圳公安 求关注 @第一现场 @都市路路通 @罗雪儿在线,FAVOR
2762,深圳禁摩限电,从3月21日起，一场被媒体称为史上最严厉“禁摩限电”整治行动在深圳展开，据深圳市交警局通报，http://t.cn/Rqxy11X,NONE
2763,深圳禁摩限电,"深圳禁摩限电运动成果显著,不知大家怎么看？挣扎在底层没有汽车的朋友们,我佛慈悲让我们一起去南极吧！那里可以任由翱翔。",AGAINST
2764,深圳禁摩限电,【微纪录】深圳“禁摩限电” 被改变的生活：搭客仔,NONE
2765,深圳禁摩限电,老婆在深圳做粮油生意，常骑电动车送货，这些年被收缴及被盗的不下20辆。大部分在深做小生意的应有相似遭遇，家庭买一袋米，一包面粉，甚或一件啤酒......电车就成了绿色送货的交通工具，中新闻拍的湖南郴州电摩“坟场，”深圳我也见过。深提倡绿色出行，曾想城市规划全城如设有自行车道，深圳将更美！,NONE
2766,深圳禁摩限电,【深圳禁摩限电】 深圳禁摩限电 【分享自胜芳吧】 现在深圳，西安，限制摩托车，电动车，以及电动三轮车上路，查扣车辆超过万辆，拘留几百人，力度之大空前绝后，胜芳的电动车已经成了公害了，还大力治理整顿了... http://t.cn/RqMXhPg,FAVOR
2767,深圳禁摩限电,强烈禁摩的人基本上都是有钱开车的，请告诉我没钱开车的我如何出远门？不是我想去的地方都有公交的[微笑]！你们可以借车给我开开不？ 另外，电瓶车好像更环保诶,AGAINST
2768,深圳禁摩限电,#深圳禁摩限电# 西安也该禁了，快递三轮低速行驶在主道上随意刹车，随意掉头，随意逆行......仿佛整个西安都是他家似得！包裹给你随意塞柜子里就不管了，我都受够了快递！二轮电动车也必须普及下交通常识，要不然真的...原本摩托车都有驾驶证的，非不让上路，然后弄上一堆没有任何交通常识的人乱窜,FAVOR
